,Unnamed: 0,text,created_at,id_str,retweet_count,favorite_count,in_reply_to_screen_name,geo,source,language,followers_count,id,name_at_tweet_time,screen_name,user_location,user_created_at,search_term_group,search_term,ibm_watson_sentiment,ibm_watson_sentiment_label,textEN,ibm_watson_tranlation_character_count,textblob_polarity,textblob_subjectivity
232,1478,me gatilhou tANTO https://t.co/EaYBnch2Qt,2021-11-28 04:36:21,1464815404191207424,0,0,,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,-0.494588,negative,it triggers me tANTO https://t.co/EaYBnch2Qt,41,0.0,0.0
233,949,aira020420: @heylilpotatoTF @2Eth_BabyGirl @Trippy33567871 @Tukomiii_NFT @ad_daguio @ayamrr_NFT @Alienware_NFT… https://t.co/1grgV3nXGf,2021-11-24 08:18:22,1463421720988110848,0,1,,,IFTTT,pt,80,1199296523898519553,LostCat,LostCatReall,,2019-11-26 11:59:18+00:00,dell,alienware,0.862259,positive,aira020420: @heylilpotatoTF @2Eth_BabyGirl @Trippy33567871 @Tukomiii_NFT @ad_daguio @ayamrr_NFT @Alienware_NFT... https://t.co/1grgV3nXGf,135,0.0,0.0
234,1590,@GB_Gigabyte @DoougFuny KKKKKKK GABRIEL,2021-11-27 23:31:24,1464738660830621696,0,1,GB_Gigabyte,,Twitter for Android,pt,4524,730998258,Jennifer,jennibfr,"Rio de Janeiro, Brasil",2012-08-01 16:30:00+00:00,gigabyte,Gigabyte,0.830536,positive,@GB_Gigabyte @DoougFuny KKKKKKK GABRIEL,39,0.0,0.0
235,604,"SUPER PROMOÇÃO 😱🔝
Notebook Lenovo ideapad  8GB 256GB SSD Linux Intel Iris Plus FHD  Prata

✅R$ 3.399,15 à vista (15… https://t.co/KJM1GDFDTz",2021-11-27 18:17:34,1464659681561960448,0,1,,,Twitter Web App,pt,63,177772923,Ofertas de hoje,Vanersoares,"Rio de Janeiro, Brasil",2010-08-13 01:10:13+00:00,lenovo,ideapad,0.836617,positive,"SUPER PROMOTION 😱🔝 Notebook Lenovo ideapad 8GB 256GB SSD Linux Intel Iris Plus FHD Prata

✅R$ 3,399.15 in sight (15 ... -https://t.co/KJM1GDFDTz",142,0.3333333333333333,0.6666666666666666
236,270,RT @isavaliero_: EU VO FIVA MUITO LOCA VO TATUA O NOME DO DEYVERSON NA BARRIGA EU TE AMO MAIS Q TUDO,2021-11-27 22:45:13,1464727037248249856,2,0,,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,0.919536,positive,RT @isavaliero_: I VO FIVA VERY MUCH LOCA VO TATUA THE NAME OF THE DEYVERSON IN THE BELLY I LOVE YOU MORE Q EVERYTHING,100,0.42,0.4533333333333333
237,839,"lista de natal:

pele limpa
boas notas
corpo desejado 
macbook pro 
ganhar um sorteio
ingressos de show",2021-11-23 15:04:32,1463161550680858624,0,2,venusvlog,,Twitter for Android,pt,3308,1426724807542984705,﹫𝐯𝐞𝐧𝐮𝐬 𝐯𝐥𝐨𝐠,venusvlog,,2021-08-15 01:58:07+00:00,apple,macbook pro,0.774925,positive,"christmas list:

skin clean good notes desired body macbook pro win a draw concert tickets",103,0.6222222222222222,0.5666666666666668
238,1806,"#promoção #oferta  Notebook Vaio FE15 Core - R$ 3.255,12  #notebook #informatica #BlackFriday #BlackFriday2021 https://t.co/XH9mAJJGMg",2021-11-27 00:24:02,1464389516920303616,0,0,,,Promobit,pt,24490,2256456476,Promobit,PromobitOficial,Brasil,2013-12-21 13:10:59+00:00,sony,vaio,0.0,neutral,"#promoção #oferta Notebook Vaio FE15 Core-R$ 3,255.12 #notebook #informatica #BlackFriday #BlackFriday2021 https://t.co/XH9mAJJGMg",134,0.0,0.0
239,857,"Notebook Lenovo Ideapad Gaming 3i i5-10300H 8GB GTX1650 4GB FHD W10 – por R$ 3.977,23 🔝💻 (na Americanas)

🤘 Inscrev… https://t.co/9XbtjqKRIE",2021-11-26 21:50:27,1464350865184239616,0,0,,,mLabs - Gestão de Redes Sociais,pt,4601,1019132900044890113,GameGratis,Gamegratistm,Brasil,2018-07-17 08:13:12+00:00,lenovo,ideapad,0.60635,positive,"Notebook Lenovo Ideapad Gaming 3i i5-10300H 8GB GTX1650 4GB FHD W10-for R$ 3,977.23 🔝💻 (in Americanas)

🤘 Inscriv ... https://t.co/9XbtjqKRIE",143,0.0,0.0
240,1650,lendo este tweet com meu notebook vaio do meu lado 🕴️ https://t.co/R6dYcQqOHc,2021-11-24 23:40:00,1463653658722291712,0,3,,,Twitter for Android,pt,392,1084632412024377344,m&m,marrrinuela,"Bahia, Brazil",2019-01-14 02:04:53+00:00,sony,vaio,0.917133,positive,reading this tweet with my vaio notebook from my side 🕴️ https://t.co/R6dYcQqOHc,78,0.0,0.0
241,1910,"O Produto voltou ao estoque: Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3070 VISION OC 8G, 8GB, GDDR6 - GV-N3070VIS… https://t.co/qmYCUjRvqL",2021-11-27 08:30:02,1464511821432434688,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.842326,positive,"The Product has returned to stock: Video Board Gigabyte NVIDIA GeForce RTX 3070 VISION OC 8G, 8GB, GDDR6-GV-N3070VIS ... https://t.co/qmYCUjRvqL",140,0.0,0.0
242,2072,@Xplacasdevideo @kabumcombr @Terabyteshop @pichauinfo @ChipArt_info Peguei a 3060 Ti da Gigabyte na Pichau hoje graças a vocês 🥳,2021-11-26 00:38:14,1464030702568189952,0,2,Xplacasdevideo,,Twitter for Android,pt,25,549572022,Marco Monteiro,_marcomonteiro,,2012-04-09 19:37:14+00:00,gigabyte,Gigabyte,0.955419,positive,@Xplacasdevideo @kabumcombr @Terabyteshop @pichauinfo @ChipArt_info I took the 3060 Ti from the Gigabyte in the Pichau today thanks to you 🥳,129,0.2,0.2
243,2006,nao gaste dinheiro comprando um vaio https://t.co/PEl5etyP9o,2021-11-25 12:16:59,1463844159220072448,0,0,,,Twitter Web App,pt,136,948225819545096192,aazy ||,monteeero,"Bahia, Brasil",2018-01-02 16:13:47+00:00,sony,vaio,-0.743155,negative,nao spend money buying a vaio https://t.co/PEl5etyP9o,60,0.0,0.0
244,363,"@HaruJiggly @DellnoBrasil uii, arrasou na publia miga, fico doidinho pra arrumar uns periféricos da alienware https://t.co/Ap4bRlNZxL",2021-11-26 14:07:59,1464234483369091072,0,4,HaruJiggly,,Twitter Web App,pt,196,735936226230947840,Bardo⭐🌊,bardotheworld,bardoverse,2016-05-26 20:50:44+00:00,dell,alienware,0.919789,positive,"@HaruJiggly @DellnoBrasil uii, razed in publia miga, I get sick to tidy up some peripherals from the alienware https://t.co/Ap4bRlNZxL",133,-0.05714285714285716,0.8285714285714285
245,138,"@melevaporfavor @jupistoia_ Botando pra fuder e fazendo Europeu idiota descobrir que se não tá todo mundo vacinado, não tá ngm vacinado",2021-11-28 22:24:43,1465084264505085952,0,0,melevaporfavor,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,-0.9892850000000001,negative,"@melevaporfavor @jupistoia_ Botando pra fuder and making European idiot find out that if it doesn't get everyone vaccinated, it's not ngm vaccinated",135,-0.4,0.4
246,1630,Namorada toxica que nao quer me dar uma Rtx 3090 Rog Strix White,2021-11-23 13:44:16,1463141350786928640,0,2,,,Twitter Web App,pt,203,1024784898874322945,Vodka,GuiComZ,"Brasília, Brasil",2018-08-01 22:32:14+00:00,asus,rog strix,-0.6484270000000001,negative,Girlfriend toxics who don't want to give me a Rtx 3090 Rog Strix White,64,0.0,0.0
247,115,"@cbpoltronieri alienware é dream do dream, mas o pai infelizmente não ta nesse patamar kkkkkkk",2021-11-22 17:48:50,1462840510587023360,0,1,cbpoltronieri,,Twitter Web App,pt,332,2740806078,Stiv,ilustrastiv,,2014-08-18 00:22:54+00:00,dell,alienware,-0.56595,negative,"@cbpoltronieri alienware is dream of the dream, but the father unfortunately doesn't ta on that plateau kkkkkk",94,-0.5,1.0
248,622,"Notebook Asus Zenbook UX434FAC-A6339T Intel Core I7 8GB 256GB SSD W10 14” Prata Metálico - R$ 3.899,88. Oferta Relâ… https://t.co/ajZ5nft3z2",2021-11-22 19:29:54,1462865942665437184,0,0,,,MT Desconto,pt,130,395163705,MTDesconto,mtdesconto,Brasil,2011-10-21 07:16:40+00:00,asus,zenbook,0.0,neutral,"Notebook Asus Zenbook UX434FAC-A6339T Intel Core I7 8GB 256GB SSD W10 14 "" Silver Metallic-R$ 3,899.88. Offer Relâ ... https://t.co/ajZ5nft3z2",140,0.0,0.0
249,2215,"quarta-feira, 24 de novembro de 2021

Fab: Gigabyte 

Fab. ReclameAQUI: -- CUIDADO ⚠️ Respondidas: 0/134 Sucesso: -… https://t.co/qTTDqc6DOg",2021-11-24 23:08:00,1463645608397447168,0,0,gpubipolar,,gpubipolar,pt,17006,1285199873890045953,GPU Bipolar,gpubipolar,,2020-07-20 13:08:51+00:00,gigabyte,Gigabyte,0.0,neutral,"Wednesday, November 24, 2021

Fab: Gigabyte 

Fab. ReclameAQUI: -- CAUTION ⚠️ Responds: 0/134 Success:-... https://t.co/qTTDqc6DOg",140,0.3,0.0
250,402,"Atualizou o Produto: Placa de Vídeo Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, Branco - ROG-STRIX-RTX30… https://t.co/xIA5YKodkl",2021-11-26 10:13:24,1464175447764353024,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral,"Updated the Product: Asus Video Board NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, White-ROG-STRIX-RTX30 ... https://t.co/xIA5YKodkl",140,0.0,0.0
251,382,"Loop Ao Vivo 261 com @Cauefabiano 

A melhor parte da live: a 5ª série que habita em todos nós, sauda a 5ª série qu… https://t.co/5027Wuavlr",2021-11-26 03:44:27,1464077563618373632,0,0,,,Twitter for Android,pt,1,1447209728942161921,Vitor Gandra da Amazônia,MeVitorGandra,,2021-10-10 14:37:54+00:00,asus,zenbook,0.5846640000000001,positive,"Live Loop 261 with @Cauefabiano 

The best part of the live: the 5ª series that inhabits all of us, sauda the 5ª series qu ... https://t.co/5027Wuavlr",140,0.42424242424242414,0.43333333333333335
252,1461,"Ofertas especiais para você adquirir o seu VAIO®. Acesse: https://t.co/a8OCuJraFU

#VAIO #BlackFriday #Outlet… https://t.co/8BlMErVTD1",2021-11-26 12:15:56,1464206282387247104,0,0,,,Twitter Web App,pt,4616,3728671335,VAIO® Brasil,vaio_brasil,Brasil,2015-09-21 13:45:43+00:00,sony,vaio,0.805763,positive,"Special offers for you to acquire your VAIO ®. Acesse: https://t.co/a8OCuJraFU

#VAIO #BlackFriday #Outlet... https://t.co/8BlMErVTD1",134,0.2285714285714286,0.2857142857142857
253,2577,marquei B e no caderno DEM QUERER MARQUEI A https://t.co/T9gRog2vBS,2021-11-22 16:10:45,1462815827791691776,0,0,,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,0.523601,positive,marked B and in the notebook DEM WANT TO SCORE A https://t.co/T9gRog2vBS,67,0.1,0.6
254,2566,"@Iuizzw 3700

i5 10400
gtx 1060 6gb zotac
ram 2x8gb hyperx fury ddr4 2666mhz
ssd 240gb wd green
fonte 500w
placa mã… https://t.co/8OsiBrZtjt",2021-11-22 20:45:43,1462885024328556544,0,0,Iuizzw,,Twitter Web App,pt,315,1362275373711585282,GUILHERME,wongkaguei,,2021-02-18 05:39:21+00:00,gigabyte,Gigabyte,0.385945,positive,"@Iuizzw 3700

i5 10400 gtx 1060 6gb zotac ram 2x8gb hyperx fury ddr4 2666mhz ssd 240gb wd green fountain 500w plate man ... https://t.co/8OsiBrZtjt",140,-0.2,0.3
255,646,@Acer Acer Predator XB323K,2021-11-22 00:58:32,1462586258006462464,0,0,Acer,,Twitter Web App,pt,18,1080778376,CnF,CasketN_Flowers,Texas,2013-01-11 19:58:39+00:00,acer,acer predator,0.0,neutral,@Acer Acer Predator XB323K,26,0.0,0.0
256,1328,@renataandrademk @magazineluiza olha esse samsung https://t.co/fefJW4gL2k está com um ótimo preço,2021-11-26 11:53:54,1464200740365344768,0,0,renataandrademk,,Twitter Web App,pt,534,1226638317879545857,SacaSo - Ajudando vc a escolher seu notebook bom,Saca_ai,,2020-02-09 22:45:50+00:00,samsung,samsung book,0.956232,positive,@renataandrademk @magazineluiza look at this samsung https://t.co/fefJW4gL2k is with a great price,97,0.8,0.75
257,2205,@timeisbeer Sem contar a da gigabyte que ta 3990 que eu paguei 3100 semana passada kkk,2021-11-26 05:11:13,1464099399194267648,0,0,timeisbeer,,Twitter Web App,pt,818,34771287,aka LP,lp_style,Algum lugar em algum coração.,2009-04-23 23:33:53+00:00,gigabyte,Gigabyte,-0.697867,negative,@timeisbeer Not counting the one in the gigabyte that ta 3990 that I paid 3100 last week kkk,86,0.0,0.06666666666666667
258,210,@rattones olha esse acer predator https://t.co/oFW2gBYHIt,2021-11-26 11:58:18,1464201845073747968,0,1,rattones,,Twitter Web App,pt,534,1226638317879545857,SacaSo - Ajudando vc a escolher seu notebook bom,Saca_ai,,2020-02-09 22:45:50+00:00,acer,acer predator,-0.37882,negative,@rattones look at this acer predator https://t.co/oFW2gBYHIt,57,0.0,0.0
259,1598,"MSI MAG B550 TOMAHAWK, AMD AM4, ATX, DDR4 - 911-7C91-004
R$ 1.352,82 em 12 parcelas ⭐⭐⭐⭐
Menor preço em 90 dias: R$… https://t.co/lKdrW1fd6M",2021-11-21 23:25:58,1462562964620423168,0,0,pcbuildwizard,,Twitter Web App,pt,14165,1239657388967329793,PC Build Wizard,pcbuildwizard,"Rio de Janeiro, Brasil",2020-03-16 21:00:22+00:00,msi,msi placa,0.70376,positive,"MSI MAG B550 TOMAHAWK, AMD AM4, ATX, DDR4-911-7C91-004 R$ 1,352.82 in 12 installments ⭐⭐⭐⭐ Minor price in 90 days: R$ ... https://t.co/lKdrW1fd6M",140,-0.05,0.2
260,1333,"@kripshna O Samsung galaxy book go baixou legal o preço, essa semana mesmo tava mais de 2 mil reais e agora tá 1700 no Extra",2021-11-26 05:22:18,1464102191489298432,0,0,kripshna,,Twitter for Android,pt,85,315153978,Vanessa Figueiredo,vanessaafig,"Brasília, Brasil",2011-06-11 11:43:28+00:00,samsung,samsung book,0.5705100000000001,positive,"@kripshna The Samsung galaxy book go down cool the price, that week even was more than 2 thousand reais and now it's 1700 on the Extra",124,0.1736111111111111,0.38472222222222224
261,401,"#promoção #oferta  Notebook Gamer Acer Predator - R$ 6.299,10  #notebook #informatica #BlackFriday #BlackFriday2021 https://t.co/b8Wm2SMfZw",2021-11-25 06:43:02,1463760118143725568,0,0,,,Promobit,pt,24490,2256456476,Promobit,PromobitOficial,Brasil,2013-12-21 13:10:59+00:00,acer,acer predator,0.0,neutral,"#promoção #oferta Notebook Gamer Acer Predator-R$ 6,299.10 #notebook #informatica #BlackFriday #BlackFriday2021 https://t.co/b8Wm2SMfZw",139,0.0,0.0
262,910,"Na vdd vou reclamar só um pouquinho, VAI TOMAR NO CU PATRICK DE PAULA, TÁ ACHANDO QUE TA JOGANDO PELADA? TAÇA DAS F… https://t.co/52WmIdi2qr",2021-11-24 01:10:35,1463314066374631424,0,1,,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,-0.8980299999999999,negative,"On the vdd I'm going to complain just a little bit, WILL YOU TAKE IT ON CU PATRICK DE PAULA, DO YOU THINK YOU ' RE PLAYING NAKED? TACE OF THE F. .. https://t.co/52WmIdi2qr",140,-0.09375,0.45
263,1153,"@renanprad0 mano se nao me engano os da Bolovo foram nessa média ai mesmo, minha amiga pagou 18k parcelado num macb… https://t.co/v7eYQ7x9Gz",2021-11-22 14:55:01,1462796766479273984,0,0,renanprad0,,Twitter Web App,pt,362,337323069,Sessh,areyousessh,Brasil - SP,2011-07-17 20:59:46+00:00,apple,macbook pro,-0.7519140000000001,negative,"@renanprad0 bro if I'm not mistaken the one from Bolovo were on this average ai even, my friend paid 18k parcelado on a macb ... https://t.co/v7eYQ7x9Gz",140,-0.15,0.39999999999999997
264,1609,"RT @laricoments_: SARAH COMBINANDO RÉVEILLON COM THAIS, ARTHUR E PEDIU PARA  FALAR COM VAIO, NUNCA FUI TRISTE",2021-11-28 01:21:39,1464766405828612096,7,0,,,Twitter for Android,pt,946,1321133534564802564,deolane a puta interesseira,odiadinhaa,🔥,2020-10-27 16:56:05+00:00,sony,vaio,-0.36345500000000003,negative,"RT @laricoments_: SARAH COMBINING RÉVEILLON WITH THAIS, ARTHUR AND ASKED TO SPEAK WITH VAIO, I ' VE NEVER BEEN SAD",109,-0.5,1.0
265,2125,"Galera, não perca os produtos da @Aorus_brasil em promoção na @kabumcombr. Confira o link: https://t.co/bCn9EakqGo… https://t.co/X4cUPZGANM",2021-11-26 23:07:42,1464370306269818880,0,9,,,Twitter Web App,pt,10470,763996768782553088,Peter 'Ogro' Thorun,joguecomoumogro,Sao Paulo,2016-08-12 07:13:19+00:00,gigabyte,Gigabyte,-0.381459,negative,"Galera, don't miss the @Aorus_brasil products in promotion on @kabumcombr. Check out the link: https://t.co/bCn9EakqGo... https://t.co/X4cUPZGANM",139,0.0,0.0
266,2067,@Vaio_Baudelaire assolutamente!,2021-11-25 06:45:31,1463760744948899840,0,1,Vaio_Baudelaire,,Twitter Web App,pt,2650,3299528440,Drama lama,pondgitsun3,Ketterdam,2015-05-26 16:06:51+00:00,sony,vaio,0.934456,positive,@Vaio_Baudelaire assolutely!,31,0.0,0.0
267,384,"@ratoborrachudo Eu pesquisando notebook por quase 2 meses, vi um Samsung book a mais ou menos 2 semanas antes da Bl… https://t.co/OnkDqi2RmP",2021-11-28 11:55:10,1464925833823408128,0,0,ratoborrachudo,,Twitter for Android,pt,6,3359201296,Gabriel C.,Boo_cs01,,2015-07-04 18:57:08+00:00,samsung,samsung book,0.770117,positive,"@ratoborrachudo I've been researching notebook for almost 2 months, I saw a Samsung book more or less 2 weeks before the Bl ... https://t.co/OnkDqi2RmP",140,0.16666666666666669,0.2833333333333333
268,1672,VAIO PRA PUTA QUE PARIU FLAMENGO,2021-11-27 22:49:16,1464728057323958272,0,0,,,Twitter Web App,pt,98,772975041168408576,Chelsea 💙,LucasMortagua1,"Tupã, Brasil",2016-09-06 01:49:45+00:00,sony,vaio,-0.849333,negative,VAIO PRA BITCH WHO PARTED FLAMENGO,32,0.0,0.0
269,1801,"O primeiro disco de 1 Gigabyte custava mais de US$ 8.000,00!

O IBM 3380 foi a primeira unidade de disco com capaci… https://t.co/NLk2muOkaL",2021-11-27 12:00:18,1464564736792608768,0,0,,,mLabs - Gestão de Redes Sociais,pt,1,1429535654187253761,Naptec - Fotografia Digital,NaptecFotoVideo,Curitiba - Paraná,2021-08-22 20:08:19+00:00,gigabyte,Gigabyte,0.0,neutral,"The first record of 1 Gigabyte cost more than US$ 8,000.00!

The IBM 3380 was the first disk drive with capaci ... https://t.co/NLk2muOkaL",140,0.375,0.38888888888888884
270,226,"@myfb_ Eu estava com as mesmas dúvidas, optei pelo Samsung e consegui achar o preço que eu queria (2789 parcelado)… https://t.co/6JAvQudwpK",2021-11-26 02:04:14,1464052343335526400,0,1,myfb_,,Twitter for iPhone,pt,460,140859183,stefany 🌹,stefaany_matos,,2010-05-06 14:59:45+00:00,samsung,samsung book,0.5342680000000001,positive,"@myfb_ I was with the same doubts, opted for Samsung and managed to find the price I wanted (2789 parceled) ... https://t.co/6JAvQudwpK",139,0.0,0.125
271,722,"@Saca_ai eu tinha me interessado por essa promo de um Samsung Galaxy Book Pro, mas nunca tive note Samsung e não se… https://t.co/66AhOUli5u",2021-11-26 18:44:54,1464304171088293888,0,0,Saca_ai,,Twitter for iPhone,pt,993,23496428,Karine Rosa,kahrosa,contato@karinerosa.com,2009-03-09 20:35:52+00:00,samsung,samsung book,-0.5019239999999999,negative,"@Saca_ai I had been interested in this promo of a Samsung Galaxy Book Pro, but I never had to note Samsung and not if ... https://t.co/66AhOUli5u",140,0.25,0.5
272,1395,"@ajudantbk É melhor pegar o A515-54G, A514-54G ou um Samsung Book?",2021-11-26 03:32:40,1464074598224384000,0,1,ajudantbk,,Twitter for Android,pt,13,1461453282811985923,Reactive,ReactiveLeaker,,2021-11-18 21:58:19+00:00,samsung,samsung book,0.0,neutral,"@ajudantbk Is it better to take the A515 -54G, A514-54G or a Samsung Book?",66,0.5,0.5
273,2315,Minha placa de vídeo c 11 meses de uso queimou por salitre e a gigabyte n cobre que interessante kakaka,2021-11-23 19:40:05,1463230894165082112,0,2,,,Twitter for iPhone,pt,51,1258434517217554434,João Pedro,JPz1k,Bahia,2020-05-07 16:32:37+00:00,gigabyte,Gigabyte,-0.657373,negative,My video plaque c 11 months of use has burned by salitre and the gigabyte n covers what interesting kakaka,103,0.5,0.5
274,2532,RT @PortalViciados: Gigabyte lança ferramenta de DRM para processadores de 12ª Geração! https://t.co/r0LByHLH5Q,2021-11-21 17:47:43,1462477840818098176,1,0,,,Twitter for Android,pt,268,1058814114275966976,Fyro,rafyron,Lá,2018-11-03 20:12:11+00:00,gigabyte,Gigabyte,0.8487309999999999,positive,RT @PortalViciados: Gigabyte launches DRM tool for 12ª Generation processors! https://t.co/r0LByHLH5Q,111,0.0,0.0
275,96,@heytaisita Tenho um thinkpad da lenovo i5 com ssd e eh bom sim,2021-11-25 22:40:54,1464001174533726208,0,1,heytaisita,,Twitter for Android,pt,687,199121036,peituda metida,Breeh_K,Nem o google maps localiza,2010-10-06 02:30:11+00:00,lenovo,thinkpad,0.8512280000000001,positive,@heytaisita I have a lenovo i5 thinkpad with ssd and eh good yes,63,0.7,0.6000000000000001
276,818,"#promoção #oferta  [Cartão Submarino] - R$ 3.563,99  #Samsung #notebook #informatica #BlackFriday #BlackFriday2021 https://t.co/StCSSFzxyM",2021-11-25 09:02:01,1463795097666002944,0,0,,,Promobit,pt,24490,2256456476,Promobit,PromobitOficial,Brasil,2013-12-21 13:10:59+00:00,samsung,samsung book,0.0,neutral,"#promoção #oferta [Submarine Card]-R$ 3,563.99 #Samsung #notebook #informatica #BlackFriday #BlackFriday2021 https://t.co/StCSSFzxyM",138,0.0,0.0
277,2060,@ney19812 @NielPiment @futebol_info @UOLEsporte @danilolavieri Eu estou falando de multidão. Você citou um caso de… https://t.co/GyCAYkS2Gs,2021-11-23 22:28:38,1463273310511407104,0,1,ney19812,,Twitter for Android,pt,227,945040573420986374,Janderson 🐗💚🤍❤️,JandersonOjuara, São Paulo,2017-12-24 21:16:45+00:00,sony,vaio,0.6669390000000001,positive,@ney19812 @NielPiment @futebol_info @UOLEsporte @danilolavieri I'm talking about crowd. You cited a case of ... https://t.co/GyCAYkS2Gs,139,0.0,0.0
278,223,"Preço está muito bom viu! Aproveitem a Black Friday!

Notebook Samsung Book NP550XDA-KF2BR Intel Core i5 11ª geraçã… https://t.co/kwUOr0DiCc",2021-11-26 02:35:34,1464060231646949376,0,7,,,Twitter for Android,pt,534,1226638317879545857,SacaSo - Ajudando vc a escolher seu notebook bom,Saca_ai,,2020-02-09 22:45:50+00:00,samsung,samsung book,0.96193,positive,"Price is very good see! Enjoy Black Friday!

Notebook Samsung Book NP550XDA-KF2BR Intel Core i5 11ª german ... https://t.co/kwUOr0DiCc",140,0.29791666666666666,0.4283333333333334
279,964,"Atualizou o Produto: Placa de Vídeo Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, Branco - ROG-STRIX-RTX30… https://t.co/P4lUk7oLoL",2021-11-26 14:28:50,1464239730598584320,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral,"Updated the Product: Asus Video Board NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, White-ROG-STRIX-RTX30 ... https://t.co/P4lUk7oLoL",140,0.0,0.0
280,2505,"@MarlownEduardo0 Essa? Não
https://t.co/FqMf5jc00N?",2021-11-21 23:38:13,1462566045449867264,0,1,MarlownEduardo0,,Twitter Web App,pt,14165,1239657388967329793,PC Build Wizard,pcbuildwizard,"Rio de Janeiro, Brasil",2020-03-16 21:00:22+00:00,gigabyte,Gigabyte,-0.8152119999999999,negative,@MarlownEduardo0 That? Not https://t.co/FqMf5jc00N?,51,0.0,0.0
281,130,"@dyurietto Eu queria aquele novo Alienware da Dell, 12k a brincadeira kkkk",2021-11-27 00:05:58,1464384972014428160,0,0,dyurietto,,Twitter for Android,pt,109,899140116236697600,"Vincent ""Bug"" V.",bug_vincent,,2017-08-20 05:24:43+00:00,dell,alienware,0.0,neutral,"@dyurietto I wanted that new Dell Alienware, 12k the kkkk joke",74,0.13636363636363635,0.45454545454545453
282,2256,"Atualizou o Produto: Placa de Vídeo Gigabyte Radeon RX 6600 EAGLE, 8GB GDDR6, Preto - GV-R66EAGLE-8GD 
 Preço:3999.… https://t.co/480hM0RXP3",2021-11-26 03:44:31,1464077580349362176,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.697894,positive,"Updated the Product: Video Board Gigabyte Radeon RX 6600 EAGLE, 8GB GDDR6, Black-GV-R66EAGLE-8GD Price: 3999 .... https://t.co/480hM0RXP3",140,0.0,0.0
283,2360,"uma placa mãe gigabyte e uma corsair

amaram???!?!?!?!?! https://t.co/sqIbq6etjQ",2021-11-24 18:04:07,1463569132494991360,0,1,,,Twitter for Android,pt,278,1084010397827506176,kuroh but sometimes mari 🏳️‍🌈,marikuroh,🇧🇷,2019-01-12 08:53:13+00:00,gigabyte,Gigabyte,0.368611,positive,"a gigabyte mother plate and a corsair

amaram? ??!?!?!?! https://t.co/sqIbq6etjQ",80,0.0,0.0
284,2245,"3060 Ti no Guia de GPU
Preço OK: R$5200; Preço Black: R$4800.
Bom modelo e 3 anos de garantia (Gigabyte). https://t.co/qO2PqNiJhf",2021-11-25 22:09:12,1463993197722546176,0,30,,,Twitter Web App,pt,33892,1210021270005387265,Observatório da GPU,observatorioGPU,Porto Alegre,2019-12-26 02:15:38+00:00,gigabyte,Gigabyte,0.0,neutral,"3060 Ti in GPU Guide Price OK: R$ 5200; Black Price: R$ 4800.
Good model and 3 years warranty (Gigabyte). -https://t.co/qO2PqNiJhf",129,0.3444444444444444,0.5111111111111112
285,1556,"Placa-Mãe Gigabyte B560M Gaming HD (rev. 1.0), Intel LGA1200, Micro ATX, LED RGB - B56...

😃 REDUZIU e CUSTA: R$ 69… https://t.co/mwsBdA0o8K",2021-11-27 15:21:33,1464615383269363712,0,0,,,Hardware Bipolar v1,pt,2441,1294713842690338816,PLACA-MÂE Bipolar // 🤖Monitoro preços de MoBo,placamaebipolar,,2020-08-15 19:13:37+00:00,gigabyte,Gigabyte,0.0,neutral,"Motherboard Gigabyte B560M Gaming HD (rev. 1.0), Intel LGA1200, Micro ATX, LED RGB-B56 ...

😃 REDUCED and COSTS: R$ 69 ... -https://t.co/mwsBdA0o8K",141,0.0,0.0
