,text,created_at,id_str,retweet_count,favorite_count,in_reply_to_screen_name,geo,source,language,followers_count,id,name_at_tweet_time,screen_name,user_location,user_created_at,search_term_group,search_term,ibm_watson_sentiment,ibm_watson_sentiment_label
1328,@renataandrademk @magazineluiza olha esse samsung https://t.co/fefJW4gL2k está com um ótimo preço,2021-11-26 11:53:54,1464200740365344768,0,0,renataandrademk,,Twitter Web App,pt,534,1226638317879545857,SacaSo - Ajudando vc a escolher seu notebook bom,Saca_ai,,2020-02-09 22:45:50+00:00,samsung,samsung book,0.956232,positive
2205,@timeisbeer Sem contar a da gigabyte que ta 3990 que eu paguei 3100 semana passada kkk,2021-11-26 05:11:13,1464099399194267648,0,0,timeisbeer,,Twitter Web App,pt,818,34771287,aka LP,lp_style,Algum lugar em algum coração.,2009-04-23 23:33:53+00:00,gigabyte,Gigabyte,-0.697867,negative
210,@rattones olha esse acer predator https://t.co/oFW2gBYHIt,2021-11-26 11:58:18,1464201845073747968,0,1,rattones,,Twitter Web App,pt,534,1226638317879545857,SacaSo - Ajudando vc a escolher seu notebook bom,Saca_ai,,2020-02-09 22:45:50+00:00,acer,acer predator,-0.37882,negative
1598,"MSI MAG B550 TOMAHAWK, AMD AM4, ATX, DDR4 - 911-7C91-004
R$ 1.352,82 em 12 parcelas ⭐⭐⭐⭐
Menor preço em 90 dias: R$… https://t.co/lKdrW1fd6M",2021-11-21 23:25:58,1462562964620423168,0,0,pcbuildwizard,,Twitter Web App,pt,14165,1239657388967329793,PC Build Wizard,pcbuildwizard,"Rio de Janeiro, Brasil",2020-03-16 21:00:22+00:00,msi,msi placa,0.70376,positive
1333,"@kripshna O Samsung galaxy book go baixou legal o preço, essa semana mesmo tava mais de 2 mil reais e agora tá 1700 no Extra",2021-11-26 05:22:18,1464102191489298432,0,0,kripshna,,Twitter for Android,pt,85,315153978,Vanessa Figueiredo,vanessaafig,"Brasília, Brasil",2011-06-11 11:43:28+00:00,samsung,samsung book,0.57051,positive
401,"#promoção #oferta  Notebook Gamer Acer Predator - R$ 6.299,10  #notebook #informatica #BlackFriday #BlackFriday2021 https://t.co/b8Wm2SMfZw",2021-11-25 06:43:02,1463760118143725568,0,0,,,Promobit,pt,24490,2256456476,Promobit,PromobitOficial,Brasil,2013-12-21 13:10:59+00:00,acer,acer predator,0.0,neutral
910,"Na vdd vou reclamar só um pouquinho, VAI TOMAR NO CU PATRICK DE PAULA, TÁ ACHANDO QUE TA JOGANDO PELADA? TAÇA DAS F… https://t.co/52WmIdi2qr",2021-11-24 01:10:35,1463314066374631424,0,1,,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,-0.89803,negative
1153,"@renanprad0 mano se nao me engano os da Bolovo foram nessa média ai mesmo, minha amiga pagou 18k parcelado num macb… https://t.co/v7eYQ7x9Gz",2021-11-22 14:55:01,1462796766479273984,0,0,renanprad0,,Twitter Web App,pt,362,337323069,Sessh,areyousessh,Brasil - SP,2011-07-17 20:59:46+00:00,apple,macbook pro,-0.751914,negative
1609,"RT @laricoments_: SARAH COMBINANDO RÉVEILLON COM THAIS, ARTHUR E PEDIU PARA  FALAR COM VAIO, NUNCA FUI TRISTE",2021-11-28 01:21:39,1464766405828612096,7,0,,,Twitter for Android,pt,946,1321133534564802564,deolane a puta interesseira,odiadinhaa,🔥,2020-10-27 16:56:05+00:00,sony,vaio,-0.363455,negative
2125,"Galera, não perca os produtos da @Aorus_brasil em promoção na @kabumcombr. Confira o link: https://t.co/bCn9EakqGo… https://t.co/X4cUPZGANM",2021-11-26 23:07:42,1464370306269818880,0,9,,,Twitter Web App,pt,10470,763996768782553088,Peter 'Ogro' Thorun,joguecomoumogro,Sao Paulo,2016-08-12 07:13:19+00:00,gigabyte,Gigabyte,-0.381459,negative
2067,@Vaio_Baudelaire assolutamente!,2021-11-25 06:45:31,1463760744948899840,0,1,Vaio_Baudelaire,,Twitter Web App,pt,2650,3299528440,Drama lama,pondgitsun3,Ketterdam,2015-05-26 16:06:51+00:00,sony,vaio,0.934456,positive
384,"@ratoborrachudo Eu pesquisando notebook por quase 2 meses, vi um Samsung book a mais ou menos 2 semanas antes da Bl… https://t.co/OnkDqi2RmP",2021-11-28 11:55:10,1464925833823408128,0,0,ratoborrachudo,,Twitter for Android,pt,6,3359201296,Gabriel C.,Boo_cs01,,2015-07-04 18:57:08+00:00,samsung,samsung book,0.770117,positive
1672,VAIO PRA PUTA QUE PARIU FLAMENGO,2021-11-27 22:49:16,1464728057323958272,0,0,,,Twitter Web App,pt,98,772975041168408576,Chelsea 💙,LucasMortagua1,"Tupã, Brasil",2016-09-06 01:49:45+00:00,sony,vaio,-0.849333,negative
1801,"O primeiro disco de 1 Gigabyte custava mais de US$ 8.000,00!

O IBM 3380 foi a primeira unidade de disco com capaci… https://t.co/NLk2muOkaL",2021-11-27 12:00:18,1464564736792608768,0,0,,,mLabs - Gestão de Redes Sociais,pt,1,1429535654187253761,Naptec - Fotografia Digital,NaptecFotoVideo,Curitiba - Paraná,2021-08-22 20:08:19+00:00,gigabyte,Gigabyte,0.0,neutral
226,"@myfb_ Eu estava com as mesmas dúvidas, optei pelo Samsung e consegui achar o preço que eu queria (2789 parcelado)… https://t.co/6JAvQudwpK",2021-11-26 02:04:14,1464052343335526400,0,1,myfb_,,Twitter for iPhone,pt,460,140859183,stefany 🌹,stefaany_matos,,2010-05-06 14:59:45+00:00,samsung,samsung book,0.534268,positive
722,"@Saca_ai eu tinha me interessado por essa promo de um Samsung Galaxy Book Pro, mas nunca tive note Samsung e não se… https://t.co/66AhOUli5u",2021-11-26 18:44:54,1464304171088293888,0,0,Saca_ai,,Twitter for iPhone,pt,993,23496428,Karine Rosa,kahrosa,contato@karinerosa.com,2009-03-09 20:35:52+00:00,samsung,samsung book,-0.501924,negative
1395,"@ajudantbk É melhor pegar o A515-54G, A514-54G ou um Samsung Book?",2021-11-26 03:32:40,1464074598224384000,0,1,ajudantbk,,Twitter for Android,pt,13,1461453282811985923,Reactive,ReactiveLeaker,,2021-11-18 21:58:19+00:00,samsung,samsung book,0.0,neutral
2315,Minha placa de vídeo c 11 meses de uso queimou por salitre e a gigabyte n cobre que interessante kakaka,2021-11-23 19:40:05,1463230894165082112,0,2,,,Twitter for iPhone,pt,51,1258434517217554434,João Pedro,JPz1k,Bahia,2020-05-07 16:32:37+00:00,gigabyte,Gigabyte,-0.657373,negative
2532,RT @PortalViciados: Gigabyte lança ferramenta de DRM para processadores de 12ª Geração! https://t.co/r0LByHLH5Q,2021-11-21 17:47:43,1462477840818098176,1,0,,,Twitter for Android,pt,268,1058814114275966976,Fyro,rafyron,Lá,2018-11-03 20:12:11+00:00,gigabyte,Gigabyte,0.848731,positive
96,@heytaisita Tenho um thinkpad da lenovo i5 com ssd e eh bom sim,2021-11-25 22:40:54,1464001174533726208,0,1,heytaisita,,Twitter for Android,pt,687,199121036,peituda metida,Breeh_K,Nem o google maps localiza,2010-10-06 02:30:11+00:00,lenovo,thinkpad,0.851228,positive
818,"#promoção #oferta  [Cartão Submarino] - R$ 3.563,99  #Samsung #notebook #informatica #BlackFriday #BlackFriday2021 https://t.co/StCSSFzxyM",2021-11-25 09:02:01,1463795097666002944,0,0,,,Promobit,pt,24490,2256456476,Promobit,PromobitOficial,Brasil,2013-12-21 13:10:59+00:00,samsung,samsung book,0.0,neutral
2060,@ney19812 @NielPiment @futebol_info @UOLEsporte @danilolavieri Eu estou falando de multidão. Você citou um caso de… https://t.co/GyCAYkS2Gs,2021-11-23 22:28:38,1463273310511407104,0,1,ney19812,,Twitter for Android,pt,227,945040573420986374,Janderson 🐗💚🤍❤️,JandersonOjuara, São Paulo,2017-12-24 21:16:45+00:00,sony,vaio,0.666939,positive
223,"Preço está muito bom viu! Aproveitem a Black Friday!

Notebook Samsung Book NP550XDA-KF2BR Intel Core i5 11ª geraçã… https://t.co/kwUOr0DiCc",2021-11-26 02:35:34,1464060231646949376,0,7,,,Twitter for Android,pt,534,1226638317879545857,SacaSo - Ajudando vc a escolher seu notebook bom,Saca_ai,,2020-02-09 22:45:50+00:00,samsung,samsung book,0.96193,positive
964,"Atualizou o Produto: Placa de Vídeo Asus NVIDIA Geforce RTX 3090, 19.5 Gbps, 24GB, GDDR6X, Branco - ROG-STRIX-RTX30… https://t.co/P4lUk7oLoL",2021-11-26 14:28:50,1464239730598584320,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral
2505,"@MarlownEduardo0 Essa? Não
https://t.co/FqMf5jc00N?",2021-11-21 23:38:13,1462566045449867264,0,1,MarlownEduardo0,,Twitter Web App,pt,14165,1239657388967329793,PC Build Wizard,pcbuildwizard,"Rio de Janeiro, Brasil",2020-03-16 21:00:22+00:00,gigabyte,Gigabyte,-0.815212,negative
130,"@dyurietto Eu queria aquele novo Alienware da Dell, 12k a brincadeira kkkk",2021-11-27 00:05:58,1464384972014428160,0,0,dyurietto,,Twitter for Android,pt,109,899140116236697600,"Vincent ""Bug"" V.",bug_vincent,,2017-08-20 05:24:43+00:00,dell,alienware,0.0,neutral
2256,"Atualizou o Produto: Placa de Vídeo Gigabyte Radeon RX 6600 EAGLE, 8GB GDDR6, Preto - GV-R66EAGLE-8GD 
 Preço:3999.… https://t.co/480hM0RXP3",2021-11-26 03:44:31,1464077580349362176,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.697894,positive
2360,"uma placa mãe gigabyte e uma corsair

amaram???!?!?!?!?! https://t.co/sqIbq6etjQ",2021-11-24 18:04:07,1463569132494991360,0,1,,,Twitter for Android,pt,278,1084010397827506176,kuroh but sometimes mari 🏳️‍🌈,marikuroh,🇧🇷,2019-01-12 08:53:13+00:00,gigabyte,Gigabyte,0.368611,positive
2245,"3060 Ti no Guia de GPU
Preço OK: R$5200; Preço Black: R$4800.
Bom modelo e 3 anos de garantia (Gigabyte). https://t.co/qO2PqNiJhf",2021-11-25 22:09:12,1463993197722546176,0,30,,,Twitter Web App,pt,33892,1210021270005387265,Observatório da GPU,observatorioGPU,Porto Alegre,2019-12-26 02:15:38+00:00,gigabyte,Gigabyte,0.0,neutral
1556,"Placa-Mãe Gigabyte B560M Gaming HD (rev. 1.0), Intel LGA1200, Micro ATX, LED RGB - B56...

😃 REDUZIU e CUSTA: R$ 69… https://t.co/mwsBdA0o8K",2021-11-27 15:21:33,1464615383269363712,0,0,,,Hardware Bipolar v1,pt,2441,1294713842690338816,PLACA-MÂE Bipolar // 🤖Monitoro preços de MoBo,placamaebipolar,,2020-08-15 19:13:37+00:00,gigabyte,Gigabyte,0.0,neutral
1211,"PROMOÇÃO IMPERDÍVEL 

🚨 i5, 256gb SSD

🤩 Notebook Samsung Book Intel Core I5-1135g7 8gb 256gb Ssd (Intel Iris Xe) W… https://t.co/yGet9VNeYQ",2021-11-24 13:00:24,1463492697314967552,0,6,,,Twitter for iPhone,pt,10436,1253802248846692353,PROMOÇÕES IMPERDÍVEIS 🤑🛍,promoimperdivel,BRAZIL,2020-04-24 21:45:39+00:00,samsung,samsung book,0.631617,positive
361,"RT @HaruJiggly: Qual tipo de gamer você é? Pra todos os tipos, a chance de aproveitar a Black Friday é agora! Imagina o que dá pra fazer co…",2021-11-26 14:14:38,1464236155046707200,23,0,,,Twitter for Android,pt,196,735936226230947840,Bardo⭐🌊,bardotheworld,bardoverse,2016-05-26 20:50:44+00:00,dell,alienware,0.870807,positive
192,@ellenkorbes @urlichsanais Acho o teclado do ThinkPad mais gostoso de digitar,2021-11-28 03:28:41,1464798372179726336,0,0,ellenkorbes,,Twitter for Android,pt,398,34836284,tá mas... pq biguá?,otalbigua,Brasilia - Brazil,2009-04-24 03:40:25+00:00,lenovo,thinkpad,0.892972,positive
808,Se eu tivesse grana o suficiente eu comprava essa RTX 3080 TI da Asus ROG STRIX .. placa linda demais se louco,2021-11-22 07:44:34,1462688442425487360,0,0,,,Twitter Web App,pt,370,782134051008372737,Stevan Martins,StevanMartiins,"Espírito Santo, Brasil",2016-10-01 08:24:23+00:00,asus,rog strix,0.573227,positive
345,queria vender meu alienware pra comprar um macbook mas minha mãe não deixo 😞🤬,2021-11-22 03:29:46,1462624319897485312,0,0,,,Twitter for iPhone,pt,476,1292861113013612545,↣ Pat (❁ᴗ͈ˬᴗ͈),pat_lcs,"Ponta Porã, Brasil",2020-08-10 16:31:35+00:00,dell,alienware,-0.894113,negative
597,"RT @pcbuildwizard: Voltou a ficar R$ 750 no Magalu via Kabum

MSI MAG B550M BAZOOKA, AMD AM4, Micro-ATX, DDR4
R$ 749,90 ⭐⭐⭐⭐⭐
Menor preço e…",2021-11-29 16:28:30,1465357009272950784,2,0,,,Twitter Web App,pt,14165,1239657388967329793,PC Build Wizard,pcbuildwizard,"Rio de Janeiro, Brasil",2020-03-16 21:00:22+00:00,msi,msi placa,0.748847,positive
1814,"Projetado para máquinas de alto desempenho, o Aorus WaterForce X garante que seu processador entregue todo o desemp… https://t.co/ccl5zbhMtJ",2021-11-28 19:30:07,1465040326750576640,1,15,,,mLabs - Gestão de Redes Sociais,pt,98361,73205523,Pichau Informática,pichauinfo,"Joinville, Brasil",2009-09-10 19:59:33+00:00,gigabyte,Gigabyte,0.435587,positive
2236,"O Produto voltou ao estoque: Placa de Vídeo Gigabyte AORUS RTX 3090 GAMING BOX, 24GB GDDR6X, RGB Fusion e WaterForc… https://t.co/qlv7PRsMpE",2021-11-24 23:03:40,1463644517509308416,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.0,neutral
1187,"🏃 CORRREEEE
💻 256GB SSD + 8GB + Processador i5 11° geração + Placa de Video Intel Iris Xe Graphics

- Notebook Sams… https://t.co/hg6Aa57SIa",2021-11-26 14:20:21,1464237594364059648,0,0,,,Twitter Web App,pt,464,1333522349132492801,Precim,OPrecim,Belo Horizonte,2020-11-30 21:25:22+00:00,samsung,samsung book,0.0,neutral
1044,"Notebook Samsung Book NP550XDA-KF2BR 

&gt;&gt; https://t.co/UazyLBWCgb
Submarino
🏷Cupom: NIVEL10
Americanas
🏷Cupom: OBA1… https://t.co/qpvGCpMpNU",2021-11-26 15:35:57,1464256621119520768,0,2,,,Twitter Web App,pt,3260,4235411565,DescontoEmGames,DescontoemGames,,2015-11-20 15:35:44+00:00,samsung,samsung book,0.636193,positive
2537,"AMD   A520   MH   GIGABYTE  

R$   469    NO   CARTÃO

75  AMPERES

SOMENTE  STOCK  !  NÃO  FAZ  OVERCLOCK

PCI-3.0… https://t.co/1ThEtpNIBH",2021-11-21 15:48:42,1462447889112879104,0,2,,,Twitter Web App,pt,11890,1000058196394987521,GUIGA GAMES,Guigapromos,"Belo Horizonte, Brasil",2018-05-25 16:57:08+00:00,gigabyte,Gigabyte,0.0,neutral
1226,@BeB3at_ @t1melessjkk @jurubebax @kamidadepressao @eugleidistone Os ideapad tao tudo falhando ou queimando em 3 ano… https://t.co/fcw4qNP47H,2021-11-25 03:51:36,1463716977571246080,0,0,BeB3at_,,Twitter for Android,pt,31,1227606103065796609,Talles Lee,LeeTalles,,2020-02-12 14:51:23+00:00,lenovo,ideapad,-0.865574,negative
1235,"MSI MAG B550M BAZOOKA, AMD AM4, Micro-ATX, DDR4
R$ 749,88 em 12 parcelas ⭐⭐⭐⭐⭐
Menor preço em 90 dias: R$ 749,88.
M… https://t.co/AkAf3Nj0bx",2021-11-24 11:19:06,1463467205224538112,0,12,,,Twitter Web App,pt,14165,1239657388967329793,PC Build Wizard,pcbuildwizard,"Rio de Janeiro, Brasil",2020-03-16 21:00:22+00:00,msi,msi placa,0.735652,positive
633,"RT @xetdoecommerce: 📢 OFERTA - Shoptime

💻 Notebook Samsung Book Intel Core i5-1135G7 (11a geração) 8GB 256GB SSD Intel Iris Xe Tela 15.6''…",2021-11-27 01:00:58,1464398810084429824,2,0,,,Twitter for iPhone,pt,17,808747767329857537,Gabriela Coelho,coel_gabriela,"São Paulo, Brasil",2016-12-13 18:57:48+00:00,samsung,samsung book,0.0,neutral
309,"@_maarinax_ : "" MacBook pro, airpods pro mais frigo vide "" @an_pawol",2021-11-22 02:14:32,1462605385496514560,2,2,_maarinax_,,Twitter for Android,pt,44,1160379139389579266,Minimoys,cxmglmrnd,,2019-08-11 02:35:20+00:00,apple,macbook pro,0.0,neutral
2168,@VhabreuXD batendo em pobre e em artista since utero da cristiani,2021-11-25 17:21:12,1463920721441300480,0,0,VhabreuXD,,Twitter for Android,pt,735,3363123251,giovanna,Gii_Gigabyte,021 // 022,2015-07-06 21:38:18+00:00,gigabyte,Gigabyte,-0.526304,negative
1980,"@pedromisugi tenho quase a mesma config, mas optei por uma B550M AUROS ELITE da gigabyte (mesma mais cara) exatamen… https://t.co/uX01H7r4hb",2021-11-26 14:50:49,1464245260549304320,0,0,pedromisugi,,Twitter Web App,pt,681,794892385,"Bigodss, o cozinheiro #GoINTZ",lolBigodsS,bsb,2012-08-31 23:30:01+00:00,gigabyte,Gigabyte,-0.592218,negative
1392,@jikookterapia Dá uma olhadinha nos modelos que eu separei pra vc: https://t.co/U9MXKDjhbE. Aqui vc tem acesso aos… https://t.co/rLfYHFrNI0,2021-11-26 03:41:15,1464076761940082688,0,0,jikookterapia,,Sprinklr,pt,1360658,43943121,Lu do Magalu (de 😷),magazineluiza,Brasil,2009-06-01 18:48:33+00:00,samsung,samsung book,0.833477,positive
2085,"O Produto voltou ao estoque: Placa de Video Gigabyte Radeon RX 6800 XT Aorus Master, 16GB, GDDR6, 256-bit, GV-R68XT… https://t.co/toYaO4MK0R",2021-11-25 19:35:18,1463954465086652416,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.742365,positive
649,"Atualizou o Produto: Placa de Vídeo Asus ROG Strix RTX 3070 V2 OC, 14 Gbps, O8G GDDR6, DLSS, LHR, Ray Tracing, Whit… https://t.co/keD9WD61Pc",2021-11-23 11:30:09,1463107600547995648,0,0,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,asus,rog strix,0.0,neutral
1647,vaio,2021-11-23 14:45:55,1463156866884816896,0,0,,,Twitter for Android,pt,781,2427410352,ふぃーなの,7_XC,八事でゴトゴト,2014-04-04 14:59:23+00:00,sony,vaio,0.0,neutral
1602,"sábado, 27 de novembro de 2021

Fab: Gigabyte  | 🥷 Prime Desconto

Fab. ReclameAQUI: -- CUIDADO ⚠️ Respondidas: 0/1… https://t.co/W9gDACtGjt",2021-11-27 15:05:33,1464611359698698240,0,0,placamaebipolar,,Hardware Bipolar v1,pt,2441,1294713842690338816,PLACA-MÂE Bipolar // 🤖Monitoro preços de MoBo,placamaebipolar,,2020-08-15 19:13:37+00:00,gigabyte,Gigabyte,0.0,neutral
2024,"PARA QUE SE ME VAIO LA PRESION 
 https://t.co/5Rnq8R4WBS",2021-11-24 06:39:34,1463396859347615744,0,4,,,Twitter for Android,pt,1730,1321284417910964224,yuni,koogalletas,she¡her,2020-10-28 02:57:19+00:00,sony,vaio,0.49789,positive
490,"RT @wirzest: @EliVieiraJr Remember “preciso de um MacBook Pro pra não ficar atrás dos brancos”???

This is him now! Feel old yet?",2021-11-21 14:26:48,1462427280169394176,1,0,,,Twitter for Android,pt,1804,2711498440,🇧🇷KEZIA SOARES🇧🇷,kezia_souz,,2014-07-14 23:23:26+00:00,apple,macbook pro,-0.933695,negative
2204,parça meu cérebro só tem 2 gigabyte n aguenta esse tanto de informação,2021-11-26 06:08:42,1464113867534000128,0,2,,,Twitter for iPhone,pt,462,1100937716202639361,laysa,laysonha,,2019-02-28 01:56:20+00:00,gigabyte,Gigabyte,-0.858752,negative
303,"E tem @AcerdoBrasil Predator no na @amazonBR 
 também! https://t.co/4t4S9iuRoA",2021-11-25 20:34:43,1463969420800311296,0,2,NVIDIAGeForceBR,,Twitter Web App,pt,100091,95654415,NVIDIA GeForce BR,NVIDIAGeForceBR,"Sao Paulo, Brasil",2009-12-09 14:17:52+00:00,acer,acer predator,0.826312,positive
1743,"@lollitabns Eu xingo kkkkkkkk não vaio caso perca e tal, mas durante o jogo eu xingo fácil",2021-11-22 23:24:33,1462924996578365440,0,0,lollitabns,,Twitter for Android,pt,302,1237899882318327808,M🅰️IOR QUE O FIM ⭐🔥,eutroyack,,2020-03-12 00:35:44+00:00,sony,vaio,-0.743192,negative
447,@dissepsicologo @itimaliasof melhor que o macbook pro que eu perdi 🤔dificil só se tiver uma 3080 da asus,2021-11-27 19:46:44,1464682118299238400,0,2,dissepsicologo,,Twitter Web App,pt,22,873305895945555968,RICARDOBOLA,Ricardob0la,NA TUA MENTE,2017-06-09 22:28:45+00:00,apple,macbook pro,-0.650972,negative
739,"@Saca_ai Foi 1 loja de eletrônicos da minha cidade. Vontade de divulgar o nome da loja, mas ñ vou,ñ. 
Kkkk
Achei um… https://t.co/CDTpg5AvXl",2021-11-25 13:59:22,1463869926943436800,0,0,Saca_ai,,Twitter for Android,pt,55,756211875981950976,Paulinha,aluapssur,,2016-07-21 19:38:55+00:00,samsung,samsung book,-0.737071,negative
1854,"O Produto voltou ao estoque: Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3070 VISION OC 8G, 8GB, GDDR6 - GV-N3070VIS… https://t.co/2knz1LJyVF",2021-11-27 11:00:28,1464549680897998848,1,6,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.842326,positive
1076,"Tava achando caro esse Macbook novo por R$ 18,000. Mas daí lembrei que esse é o preço que as editoras cobram pra pu… https://t.co/sulM4qhoE9",2021-11-22 19:25:09,1462864749843132416,0,6,,,Twitter Web App,pt,708,384600663,Carlos de Araújo 🇧🇷✏️🦜,cabarau,,2011-10-04 00:12:25+00:00,apple,macbook pro,-0.660673,negative
1726,"quinta-feira, 25 de novembro de 2021

Fab: VAIO 

Loja: KaBuM!

🕒 16:52:04(-3 GMT)

https://t.co/rROynVLsHR 👈 Link !!!",2021-11-25 19:52:04,1463958684929871872,0,0,notebipolar,,Hardware Bipolar v1,pt,923,1285206675469803522,NOTEBOOK bipolar // 🤖Monitoro preços de notebook,notebipolar,,2020-07-20 13:35:44+00:00,sony,vaio,0.0,neutral
677,O monitor porque visto que vou desfechar a PS4 quero tbm livrar me do monitor visto que não tem jeito nenhum ficar… https://t.co/vefa53XAIF,2021-11-24 01:24:42,1463317619973439488,0,0,omocambicano18,,Twitter for iPhone,pt,64,3372129353,Leandro Figueiredo,omocambicano18,"Figueira da Foz, Portugal",2015-07-12 11:08:33+00:00,apple,macbook pro,-0.749069,negative
1798,"O Produto voltou ao estoque: Placa de Vídeo Gigabyte AORUS NVIDIA GeForce RTX 3070 Ti MASTER 8G LHR, 8GB GDDR6X, RG… https://t.co/9xs3hyuhXf",2021-11-27 12:09:54,1464567154213326848,0,2,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.629878,positive
289,"CORRE QUE AINDA DA TEMPO DE APROVEITAR A BLACK!

Notebook Samsung Book, Intel Core i7 1165g7, 8GB RAM, 256GB SSD, W… https://t.co/NRKNiwitZt",2021-11-28 13:05:40,1464943574416601088,0,0,,,Twitter Web App,pt,71,1458425665980702724,O MELHOR NOTEBOOK PARA VOCÊ!,ajudantbk,Goiânia,2021-11-10 13:26:03+00:00,samsung,samsung book,0.664863,positive
128,@DellnoBrasil @HaruJiggly @NVIDIAGeForceBR ssassinhooora esse alienware tá lindo demais!!!!,2021-11-27 01:57:50,1464413121670520832,0,1,DellnoBrasil,,Twitter Web App,pt,494,55299628,Zack Guerra 🎮,zackguerra,Vancouver,2009-07-09 17:26:21+00:00,dell,alienware,0.893455,positive
586,"@themntf vai fazer 2 anos já e mantém o mesmo desempenho e a bateria entrega muuuito!
antes dele eu tinha um lenovo… https://t.co/GQuj3EA6WV",2021-11-25 21:45:12,1463987158025449472,0,0,themntf,,Twitter for Android,pt,85,369166279,heitor@mynd8.com.br,dixheitor,"Recife, Brasil",2011-09-06 21:57:00+00:00,lenovo,ideapad,0.703798,positive
1227,"@berazle @maurilioandre72 @caiocsgomes @eugleidistone Lenovo é bom, já testei a linha IdeaPad e são ótimos notebooks pelo preço",2021-11-25 01:57:10,1463688176913027072,0,0,berazle,,Twitter for Android,pt,64,451709614,Viníciusˢᶜᶜᵖ🦅⁴ᴰᴶ🇮🇩,Viniyyyyy,"Teresina, Brasil",2011-12-31 22:18:37+00:00,lenovo,ideapad,0.994076,positive
1480,"O Produto voltou ao estoque: Placa de Vídeo Gigabyte AORUS NVIDIA GeForce RTX 3070 Ti MASTER 8G LHR, 8GB GDDR6X, RG… https://t.co/FzFVvp7yr0",2021-11-28 04:26:07,1464812826061586432,0,1,,,placasdevideo.com,pt,2606,1375281889682944002,placasdevideo.com,Xplacasdevideo,,2021-03-26 03:02:22+00:00,gigabyte,Gigabyte,0.629878,positive
2162,@Gii_Gigabyte vou desconvidada mesmo,2021-11-25 22:55:13,1464004776539082752,0,0,Gii_Gigabyte,,Twitter for iPhone,pt,149,1389200844332089344,maria,onlyackrman,,2021-05-03 12:51:13+00:00,gigabyte,Gigabyte,0.548252,positive
198,E vai falar oq do cabeça de ovo,2021-11-27 22:59:00,1464730505639866368,0,0,,,Twitter for Android,pt,269,4077099747,Deco,Thinkpad_dede,"São Paulo, Brésil",2015-10-30 18:56:43+00:00,lenovo,thinkpad,-0.771731,negative
465,"Notebook Asus ZenBook 14 Intel Core I5-1135G7, 8GB, 256 GB SSD, Windows 10 Home, 14, Ci...

😃 REDUZIU e CUSTA: R$ 5… https://t.co/VDFYV6GC0Q",2021-11-25 22:23:47,1463996867189088256,0,0,,,Hardware Bipolar v1,pt,923,1285206675469803522,NOTEBOOK bipolar // 🤖Monitoro preços de notebook,notebipolar,,2020-07-20 13:35:44+00:00,asus,zenbook,-0.270393,negative
1902,@cchaterr vaio rosa,2021-11-24 17:55:35,1463566982805168128,0,0,cchaterr,,Twitter for Android,pt,15,1462867325577838599,Lay | FAV. AL FIJADO,MILKGGUKIX,,2021-11-22 19:35:39+00:00,sony,vaio,0.483332,positive
1041,@Thinkpad_dede Vamo almoçar gay,2021-11-26 15:53:58,1464261155417907200,0,0,Thinkpad_dede,,Twitter for Android,pt,135,965294373171875841,Luc cas,lucariniperin,"São Bernardo do Campo, Brasil",2018-02-18 18:38:07+00:00,lenovo,thinkpad,-0.421939,negative
2539,RT @canaltech: Gigabyte resolve erros dos chips Intel Alder Lake em jogos antigos com um clique https://t.co/dQlrrQOE8K,2021-11-23 20:41:32,1463246357699993600,2,0,,,Twitter for Android,pt,412,174725344,Wallace Moté 🇮🇹,Wallace_Mote,,2010-08-04 17:27:00+00:00,gigabyte,Gigabyte,0.615328,positive
41,"DICA DE OFERTA:
 
Notebook Samsung Book NP550XDA-KT1BR Intel Core i3 - 4GB 1TB 15,6” Full HD LED Windows 10 
 
Boas… https://t.co/0YEEnaImlT",2021-11-29 21:56:27,1465439540479508480,0,1,,,Twitter Web App,pt,1702,51559501,Toninho Lima Radialista,toninholimarad,Belo Horizonte - MG,2009-06-27 21:20:22+00:00,samsung,samsung book,0.902101,positive
